Name,Quantities,Warehouse ID
Barritas Pina Escolar 26 5g MLA 34080,92,2
Barritas Pina Escolar 26 5g MTA MLA 34081,20,2
Canelitas Escolar 20g MLA 34083,58,2
Canelitas Escolar 20g MTA MLA 34084,73,2
Triki Trakes Escolar 3p 25g MTA MLA 34087,3,1
Tortilla Hna Chihuahua 10p 535g MTA DH 34089,42,2
Pan Pullman con Fibra 567g MTA PUL 34111,53,1
Bolsita Mini Chips 25g GBI 34118,17,1
Pan Doble Fibra Muestreo 2p 61g BIM 34122,18,2
Fruttimania Manzana Toy Story 10g RIC 34124,73,2
Hot Dog 8p 340g FS MTA BIM 34178,42,1
Panquecitos Napolitanos 2p 140g BIM 34185,68,1
Salma Dispenser 43p 516g CJM SAN 34187,89,1
Spina 43g Tira MTA MLA 34195,5,1
Papatinas Chilix 50g BAR 34200,23,2
Bimbollos 8p 450g TNB BIM 34204,67,1
Bimbollos FS 12p 675g TNB BIM 34205,41,1
Medias Noches 8p 340g TNB BIM 34206,61,2
Medias Noches 10p 430g TNB BIM 34207,9,2
Tostado 210g TNB BIM 34208,2,2
Super Pan Blanco 740g TNB BIM 34210,33,1
Pan Blanco 460g TNB BIM 34211,27,2
Pan Doble Fibra 640g TNB BIM 34212,21,1
Pan Blanco 640g TNB BIM 34213,21,1
Pan Blanco Chico 360g TNB BIM 34215,77,1
Magnas 200g SP LAR 34225,91,2
Magnas 200g SP MTB LAR 34226,28,1
Magnas 200g SP TAB LAR 34227,77,1
Tostada Ondulada Tubo 30p 360g TNB MR 34255,84,2
Tostada Ondulada Tubo 18p 216g TNB MR 34256,36,1
Tostada Plana 15p 175g TNB MR 34257,39,2
Totopo Chilaquiles 500g TNB MR 34258,52,2
Barra Coco GV 634g MP 34259,2,1
Bimbollos Extra 6p 480g TNB BIM 34264,18,2
Pan Integral 370g TNB BIM 34292,35,1
Tortilla Precocida 20p 500g MTA TR 34299,7,1
Tortilla Hna 100pct Int 10p 275g WON 34301,87,1
Tortilla Hna 100pct Int 10p 275g MTA WON 34302,95,2
Galleta Gansito 20p 1240g MLA 34326,15,1
Mantecadas Chocolate 8p 250g ME BIM 34327,25,1
Mantecadas Chocolate 8p 250g ME MTA BIM 34328,18,2
Galleta Gansito 3p 62g CC CU MLA 34333,51,2
Galleta Gansito 3p 62g CC Tira CU MLA 34337,56,2
Principe Mix 20p 1724g MLA 34348,9,1
Tostachos Queso 70g BAR 34355,1,2
Duo MGNuez 34g mas MGLin32g Tira MTA BIM 34370,27,2
Bollos Carls Jr 5in 1350g MTA SL 34373,2,2
Kranky Barra Choc Arroz Inflado 38g RIC 34389,83,2
Tartina Zarzamora 2p 26g TR 34403,68,2
Pachoncitos Degustacion 70g TR 34425,87,2
Duo MGNuez 34g mas MGLin32g BIM 34426,35,2
Duo MGNuez 34g mas MGLin32g MTA BIM 34427,84,2
Doraditas 110g Prom TR 34429,82,2
Doraditas 110g Prom MTA TR 34430,15,2
Tortilla Harina Mty 12p 258g MTA DH 34433,34,1
Fruttimania Durazno Princesas 8g RIC 34439,25,2
Fruttimania Durazno Toy Story 8g RIC 34440,54,1
Pan Blanco Mi Marca 567g MTA MP 34452,50,2
Pan Deli Avena 6p 440g BIM 34468,61,2
Pan Deli Avena 6p 440g MTA BIM 34469,32,1
Duo Polvoron 130g Prom TR 34486,69,1
Duo Polvoron 130g Prom MTA TR 34487,11,2
Flow Pack Surtido Fina Variedad 200g GBI 34495,61,1
Sponch Fresa 6p 90g MTB MLA 34542,86,2
Chocotorro Fresa 1p 50g TAB MLA 34546,92,2
Suavicremas Fresa 158g MLA 34547,52,1
Suavicremas Fresa 158g MTA MLA 34548,62,2
Suavicremas Vainilla 158g MLA 34550,8,2
Suavicremas Vainilla 158g MTA MLA 34551,77,2
Suavicremas Chocolate 158g MLA 34553,83,1
Suavicremas Chocolate 158g MTA MLA 34554,72,2
Barra Silueta Fresa 20p 440g Cj CU BIM 34577,50,2
Hamburguesa Clasica 145g CU LON 34585,77,2
Duo Gansito mas Dalmata 105g SP MLA 34616,3,2
Duo Gansito mas Dalmata 105g SP MTB MLA 34617,85,2
Duo Gansito mas Dalmata 105g SP TAB MLA 34618,95,1
Galleta Integ Avena Nuez DIF Gto 30g MLA 34627,31,1
Burrito Vaporero Mole 90g CU LON 34643,77,1
Burrito Vapo Carne Deshebrada 90g CU LON 34644,80,1
Burrito Vaporero Chicharron 90g CU LON 34645,49,2
Burrito Vaporero FrijolChorizo90gCU LON 34646,38,1
Burrito Vaporero Barbacoa 90g CU LON 34647,58,2
Paneton 900g CU BIM 34665,48,2
Pan Blanco Natures Best 4p 680g CU BIM 34666,55,2
Salmas Dispenser 20p 360g TBE SAN 34670,24,1
Pastisetas 6p 75g Cj SUA 34682,17,2
Pastisetas 6p 75g Cj MTA SUA 34683,42,2
Duo Chocotorro mas Dalmata 105g MLA 34702,75,1
Duo Chocotorro mas Dalmata 105g MTB MLA 34703,39,2
Duo Chocotorro mas Dalmata 105g TAB MLA 34704,44,1
Tartinas Zarzamora 8p 104g SP CU TR 34737,13,2
Tartinas Zarzamora 8p 104g SP MTB TR 34738,10,2
Tostada Clasica 240g DIF CJM SAN 34747,26,1
Raztachoc Vainilla 5p 40g Tira BIM 34768,82,1
Raztachoc Vainilla 5p 40g Tira MTA BIM 34769,4,2
Raztachoc Vainilla 5p 40g Tira TAB BIM 34770,38,1
Roles Canela 3p 180g Det Prom BIM 34775,42,1
Roles Glass 3p 202g Det Prom BIM 34776,28,2
Blister StarGum Yerbabuena Intens 8g SKD 34781,9,2
Blister StarGum Fresa 8g SKD 34782,74,1
Blister StarGum Menta Intensa 8g SKD 34783,22,1
Pan Integral 480g TNB BIM 34785,30,2
Pan Integral 680g TNB BIM 34786,84,1
Pan Integral Gde 2pq 1360g TNB BIM 34787,19,1
Bimbollos con Ajn 18p 1440g TNB BIM 34793,44,1
Super Bollos 5in 8p 540g TNB WON 34794,1,2
Pan Blanco Silueta 500g TNB BIM 34801,5,1
Pan Multigrano Linaza 540g TNB BIM 34802,33,1
Bimbollos Ext sAjonjoli 6p 480g TNB BIM 34850,69,1
Medias Noches 16p 680g TNB BIM 34851,90,2
Duo Pan Integral MM 960g TNB BIM 34854,27,1
Pan Blanco 680g TNB BIM 34865,16,1
Pan Blanco 567g TNB SUN 34866,7,2
Pan Blanco 2pq 1360g TNB BIM 34867,56,1
Rebanada Sandwich MP 2p 55g BIM 34868,70,2
Rebanada Sandwich MP 2p 55g MTA BIM 34869,54,1
Bollos Jumbo 6p 480g TNB SUN 34876,89,2
Barra Silueta 8p 22g Tira MTA BIM 34885,65,1
Duo Silueta 44g BIM 34888,25,2
Duo Silueta 44g MTA BIM 34889,57,1
Tostada Kodyz 20p 350g TNB KOD 34891,48,2
Tostada Ond Roja Tubo 30p 360g TNB MR 34892,23,2
Duo Pan Bco Silueta MM 1000g TNB BIM 34893,9,2
Duo Pan Multigrano Lin MM 1080g TNB BIM 34894,6,1
Duo Pan Blanco MM 920g TNB BIM 34901,83,1
Principe Crunch KC 8p 360g CU MLA 34904,74,1
Marias a Granel 3 8Kg LAR 34909,25,1
Totopos Redondo 350g TNB MR 34913,37,1
Totopos 280g TNB DH 34914,66,1
Bimbunuelos 12p 198g MTB ME BIM 34915,65,2
Bimbunuelos 12p 198g ME BIM 34916,41,2
Galleta Hna Int cFrutSabNja DIF 50g GBI 34917,23,1
Tostado 2pq 420g TNB BIM 34933,26,1
Cajilla Molido Crujiente 1925g CU BIM 34935,8,2
Barra Cereal y Fruta Sab Mzn 50g DIF BIM 34936,66,1
Bar Cereal y Fruta Sab Mango 50g DIF BIM 34937,86,1
Donas Azucar Tubo 10p 158g MTB BIM 34938,90,1
Donas Azucar Tubo 10p 158g TAB BIM 34939,78,1
Barritas Fresa 67g Prom CU MLA 34943,34,1
Barritas Pina 67g Prom CU MLA 34944,21,1
Barritas Fresa Salvado 67g Prom CU MLA 34945,73,2
Bolsa Mini Rocko Consumos 13g CU MLA 34958,90,2
Mini Rocko Vitrolero 45p 13g CU MLA 34959,33,1
Barritas Bisabor 20p 1340g CU MLA 34973,9,1
Tortilla Hna 100pct Int 10p 275g TR 34983,51,1
Tortilla Hna 100pct Int 10p 275g MTA TR 34984,17,1
Conchas Vainilla 3p 180g Prom BIM 34992,89,2
Conchas Vainilla 3p 180g Prom MTA BIM 34993,25,2
Duo Gansito y Mini Gansito 75g MLA 35005,94,1
Orejitas con Canela 120g CU GBI 35011,91,2
Lata Danesas Snoopy 150g GBI 35014,3,1
Lata Danesas Snoopy 400g GBI 35015,12,2
Canelitas 90g CU MLA 35024,70,2
Polvoron 6p 113g CU MLA 35025,33,2
Galleta Animalito Molida 5Kg LAR 35026,59,2
Kranky 44g RIC 35031,61,1
Tri Pack Gansito 150g SP MLA 35051,19,2
Tri Pack Gansito 150g SP MTB MLA 35052,33,1
Tri Pack Gansito 150g SP TAB MLA 35053,43,2
Molido Bolsa 210g Prom WON 35054,96,2
Besos de Nuez 120g Tira CU GBI 35072,29,2
Tortillas de Maiz RM 800g Prom MR 35074,73,1
Cuernitos Rebanado McD 4000g TR 35079,8,2
Duo Galleta Gansito 124g MLA 35092,13,1
Duo Galleta Gansito 124g MTA MLA 35093,15,2
Salmas 18g CU SAN 35095,10,2
Bollo Random Wendys 12p 870g MTA BIM 35097,85,2
Deliciosas Vainilla 75g LAR 35103,41,1
Deliciosas Vainilla 75g MTA LAR 35104,3,2
Deliciosas Vainilla 75g TAB LAR 35105,7,1
Deliciosas Vainilla 75g SP LAR 35106,73,1
Deliciosas Vainilla 75g SP MTA LAR 35107,18,1
Deliciosas Vainilla 75g SP TAB LAR 35108,89,1
Deliciosas Vainilla 180g LAR 35109,13,1
Deliciosas Vainilla 180g MTA LAR 35110,24,1
Deliciosas Vainilla 180g TAB LAR 35111,98,1
Deliciosas Vainilla 180g SP LAR 35112,82,2
Deliciosas Vainilla 180g SP MTA LAR 35113,78,1
Deliciosas Vainilla 180g SP TAB LAR 35114,63,2
Deliciosas Vainilla 300g LAR 35115,25,1
Deliciosas Vainilla 300g MTA LAR 35116,59,1
Deliciosas Vainilla 300g TAB LAR 35117,30,1
Deliciosas Vainilla 300g SP LAR 35118,94,1
Deliciosas Vainilla 300g SP MTA LAR 35119,39,1
Deliciosas Vainilla 300g SP TAB LAR 35120,14,1
Deliciosas Chocolate 180g LAR 35121,7,2
Deliciosas Chocolate 180g MTA LAR 35122,33,1
Deliciosas Chocolate 180g TAB LAR 35123,37,2
Deliciosas Chocolate 180g SP LAR 35124,19,2
Deliciosas Chocolate 180g SP MTA LAR 35125,11,2
Deliciosas Chochitos 180g LAR 35127,38,1
Deliciosas Chochitos 180g MTB LAR 35128,42,1
Deliciosas Chochitos 180g CU LAR 35129,31,1
Deliciosas Chochitos 180g SP LAR 35130,26,2
Deliciosas Chochitos 180g SP MTB LAR 35131,89,1
Deliciosas Chochitos 180g SP CU LAR 35132,78,2
Super Pan Blanco Ajonjoli 567g WON 35141,8,2
Super Pan Blanco Ajonjoli 567g MTA WON 35142,72,2
Super Pan Blanco Ajonjoli 567g TAB WON 35143,37,1
Wonder 100pct con Ajonjoli 567g WON 35144,43,2
Wonder 100pct con Ajonjoli 567g MTA WON 35145,92,1
Wonder 100pct con Ajonjoli 567g TAB WON 35146,72,2
Wonder 100pct grande 567g WON 35147,29,1
Wonder 100pct grande 567g MTA WON 35148,61,1
Wonder 100pct grande 567g TAB WON 35149,40,1
Barra Uva Pasa Arandano Fres 50g DIF BIM 35150,97,2
Galleta Int Amarant sab Nuez 30g DIF GBI 35171,50,2
Conchas 2p 120g Prom TR 35176,33,1
Conchas 2p 120g Prom MTB TR 35177,27,2
Tartinas Zarzamora 8p 104g Prom TR 35179,5,1
Tartinas Zarzamora 8p 104g Prom MTB TR 35180,34,2
Tartinas Fresa 8p 104g Prom TR 35182,34,2
Tartinas Fresa 8p 104g Prom MTB TR 35183,4,1
Tartinas Pina 8p 104g Prom TR 35185,23,2
Tartinas Pina 8p 104g Prom MTB TR 35186,18,1
Duo Bran Fresa Pina 96g BIM 35191,41,1
Duo Bran Fresa Pina 96g MTA BIM 35198,34,1
Panq Gota Choc 3p 210g Det Prom BIM 35212,74,1
Panq Gota Choc 3p 210g Det Prom MTB BIM 35213,77,1
Bimbunuelos 12p 198g TAB ME BIM 35214,67,1
Roles Canela 3p 180g Det Prom MTB BIM 35215,30,1
Roles Glass 3p 202g Det Prom MTB BIM 35217,73,1
Lata Surtido Danesa Rosas 340g GBI 35219,32,2
Lata Corazon Besos Nuez Rosas 378g GBI 35222,86,1
Pallet Canelitas KC 720g MLA 35226,50,2
Bolsita Surtido Rico 160g CU GBI 35227,58,2
Orejitas con Canela 110g Tira CU GBI 35228,13,1
Super Pan Bco Ajonjoli 680g WON 35232,50,1
Super Pan Bco Ajonjoli 680g MTA WON 35233,86,2
Wonder 100pct gde 680g MTA WON 35235,27,2
Mi Pinguino 20p 600g Cj MLA 35240,46,1
Mi Pinguino 20p 600g Cj MTA MLA 35241,83,1
Mi Pinguino 20p 600g Cj TAB MLA 35242,89,2
Mi Gansito 20p 500g Cj MLA 35243,73,1
Mi Gansito 20p 500g Cj MTA MLA 35244,95,1
Mi Gansito 20p 500g Cj TAB MLA 35245,46,1
Mi Chocorol 20p 600g Cj MLA 35246,49,2
Mi Chocorol 20p 600g Cj MTA MLA 35247,67,1
Mi Chocorol 20p 600g Cj TAB MLA 35248,79,2
Besos de Nuez 120g CU GBI 35249,8,1
Combo Tost ClasRoseta Maiz 264g CJM SAN 35272,40,1
Bimbollos 8p 450g Prom TNB BIM 35293,19,2
Bimbollos Extra 6p 480g Prom TNB BIM 35294,80,2
Tostado Resellable 210g CU BIM 35295,49,2
Bimbollos Extra FS 6p 480g Prom MTA BIM 35301,78,2
Barritas Fresa 75g Prom MLA 35303,51,1
Barritas Fresa 75g Prom CR2 MLA 35304,23,1
Barritas Fresa 75g Prom MTB MLA 35305,31,2
Barritas Fresa 75g Prom TAB MLA 35306,13,2
Barritas Pina 75g Prom MLA 35307,4,2
Barritas Pina 75g Prom CR2 MLA 35308,85,2
Barritas Pina 75g Prom MTB MLA 35309,51,1
Barritas Pina 75g Prom TAB MLA 35310,1,2
Penafiel Fresa 355ml AV 35371,83,2
Bollo Troquelado BK 30p 2450g SL 35385,58,1
Hot Dog Mrs Bairds 8p 340g MTA BIM 35401,11,2
Mini Galleta ABC sab Canela 30g DIF GBI 35403,0,2
Two Pack Classicas AvellanaFsa 800g GBI 35406,19,1
Tartinas Fresa 4p 52g TR 35412,29,2
Tartinas Fresa 4p 52g MTA TR 35413,6,2
Sponch 960g MLA 35424,80,1
Bollos BK 4in 6p 345g MTA SL 35425,77,1
Medias Noches BK 6p 470g MTA SL 35426,32,2
DuoBarrita Fsa GalletaGansito137g MLA 35427,47,2
DuoBarrita Fsa GalletaGansito137gMTA MLA 35428,85,1
Duo Barrita Fsa Barrita Pna 110g MLA 35429,51,1
Duo Barrita Fsa Barrita Pna 110g MTA MLA 35430,61,2
Duo Canelitas 2pq 60g CU MLA 35434,67,2
Tortilla Hna RB 10p 260g Prom 2p DH 35438,96,1
Barritas Fresa Salvado KC 8p 300g CU MLA 35439,42,1
Pan Tostado Tradicional 270g CU BIM 35440,80,2
Pan Tostado con Fibra 270g CU BIM 35441,58,2
Pan Tost Silueta 8 Cereales 250g CU BIM 35442,31,2
Pan para la Comida 20p 225g CU BIM 35443,27,1
Pan Tostado Tradicional Indi 180g CU BIM 35444,87,2
Barri Frut Fresa 12p 37g Dpy CU BIM 35445,40,1
Chocotorro Fresa 1p 50g SP MLA 35452,97,2
Chocotorro Fresa 1p 50g SP MTB MLA 35453,91,2
Chocotorro Fresa 1p 50g SP TAB MLA 35454,70,1
Dalmata 1p 55g SP MLA 35455,64,1
Dalmata 1p 55g SP MTB MLA 35456,28,1
Dalmata 1p 55g SP TAB MLA 35457,24,1
Roles Canela Glaseados 4p 272g BIM 35469,41,1
Medias Noches 2p gts 340g Prom MTA BIM 35473,27,2
Choco Roles 2p 80g CC MTA MLA 35484,9,2
Bagel Thins Natural 369g CU THO 35499,14,1
English Muffins Gran Entero 340g CU THO 35501,74,1
Costalito Surtido Rico 800g GBI 35510,74,1
Canapinas 95g SP MTA LAR 35516,20,2
Canapinas 95g SP TAB LAR 35517,88,2
Galletas 2a Seleccion 1000g GBI 35524,6,1
Triki Trakes KC 417g CU MLA 35525,1,1
Principe KC 392g CU MLA 35526,94,2
Polvorones KC 605g CU MLA 35527,52,2
Choco Roles Fresa 2p 67g CC MTA MLA 35539,6,1
Duo Barrita FsaPna 110g Prom MLA 35557,66,2
Duo Barrita FsaPna 110g Prom MTA MLA 35558,65,1
Duo Barrita FsaPna 110g Prom TAB MLA 35561,38,2
Bimbollos Extra FS 6p 480g TNB BIM 35563,61,1
Medias Noches FS 8p 340g TNB BIM 35564,9,1
Medias Noches Conveniencia 290g TNB BIM 35565,53,2
Bollos sin Ajon 6p 480g TNB BIM 35567,80,1
Bollos Extra Ajn 12p 960g TNB BIM 35569,94,2
Pan Blanco Mi Marca 567g TNB MP 35570,55,2
Pan Integral 675g TNB BIM 35571,14,1
Tostado Doble Fibra 250g TNB BIM 35572,55,1
Bolsita Surtido Rico 100g GBI 35575,18,2
Duo Barrita Fsa Barrita Pna 110g TAB MLA 35576,9,2
Medias Noches 8p 340g Prom Music BIM 35578,72,1
Exhib Galletas 2 de 45 CU 60g CU MLA 35587,41,2
Super Pan Blanco 740g Prom BIM 35595,51,1
Tostada Ondulada Tubo 20p 240g TNB MR 35598,27,1
Tostada Roja 50p 585g TNB DH 35599,37,2
Duo Gansito mas Doble Choc 102g MTB MLA 35602,51,2
Duo Gansito mas Chocotorro 100g MLA 35604,63,2
Duo Gansito mas Chocotorro 100g MTB MLA 35605,44,1
Totopo Chilaquiles 280g TNB MR 35614,81,1
Exhibidor PDQ Bran Frut BIM 35618,53,1
Canelitas Tentacion 8p 86g Tira MTA MLA 35622,92,2
Galletas Panditas 3p 33g MLA 35625,36,1
Galletas Panditas 3p 33g MTA MLA 35626,9,1
ActiFresh Menta 6p 27g RIC 35631,70,1
ActiFresh Yerbabuena 6p 27g RIC 35632,24,2
Duo Tartinas Fresa Zarzamora 104g TR 35633,44,1
Duo Tartinas Fresa Zarzamora 104g MTA TR 35634,80,1
Deliciosas Betunadas 180g SP CU LAR 35635,55,1
Barras Bimbo Mix 21p 924g CU BIM 35644,80,2
Madalenas 3p 93g BIM 35651,66,2
Medias Noche 10p 430g Prom Music MTA BIM 35660,39,2
Deliciosas Chocochispas 80g MTA LAR 35689,88,1
Deliciosas Chocochispas 80g SP LAR 35691,25,2
Deliciosas Chocochispas 80g SP MTA LAR 35693,21,2
Deliciosas Chocochispas 170g LAR 35694,87,2
Deliciosas Chocochispas 170g MTA LAR 35695,32,2
Deliciosas Chocochispas 170g SP LAR 35697,18,2
Deliciosas Chocochispas 170g SP MTA LAR 35698,28,2
Deliciosas Chocochispas 280g LAR 35700,76,2
Deliciosas Chocochispas 280g MTA LAR 35701,48,1
Deliciosas Chocochispas 280g SP LAR 35703,40,1
Deliciosas Chocochispas 280g SP MTA LAR 35704,17,2
Triki Intenso 8p 80g MTA MLA 35711,64,1
Super Hotdog Fast Food BK 12p 650g WON 35713,11,1
Galleta Integral Avena DIF 30g GBI 35714,39,1
Tortillinas 15p 390g TR 35722,47,2
Duo Bran Fresa Pina 96g SP BIM 35724,63,2
Duo Bran Fresa Pina 96g SP MTA BIM 35725,45,1
Tortillina 50pct menos Grasa 328g TR 35727,86,1
Tortillina 50pct menos Grasa 328g MTB TR 35728,76,2
Tortillina 50pct menos Grasa 328g TAB TR 35729,52,1
Tostada Maiz Horneadas mas Sals 220g SAN 35737,84,1
Tostada Maiz Horneadas mas Sals 200g SAN 35738,32,2
Figatza 1 Metro 590g BIM 35739,70,1
Figatza 1 Metro 590g MTA BIM 35740,14,2
Panques 3p 765g Prom BIM 35744,20,1
Galletas Panditas 3p 33g Tira CU MLA 35753,24,1
Galletas Panditas 3p 33g Tira MLA 35754,0,2
Galletas Panditas 3p 33g Tira MTA MLA 35756,35,1
Deliciosas Chochitos 180g Prom MTA LAR 35761,2,1
Deliciosas Chochitos 180g Prom LAR 35763,89,2
Besos Surtido 4p 1500g CU GBI 35766,49,2
Triki Intenso 8p 80g MLA 35783,80,1
Triki Intenso 80g Tira MLA 35784,98,1
Triki Intenso 80g Tira MTA MLA 35785,74,2
Lata Surtido Rico Navidad 500g GBI 35792,24,1
Lata Danesa Regalos 300g GV 35793,22,1
Bran Frut con Avena 48g BIM 35801,44,1
Bran Frut con Avena 48g MTA BIM 35802,30,2
Bran Frut con Avena 48g TAB BIM 35803,76,2
Relle Sandwich Fresa 71g CU LON 35805,35,1
Tostachos Monchis 75g BAR 35807,15,1
Bran Frut con Avena 32g CU BIM 35821,13,1
Duo BranFrut Fsa mas 3 Avena 93g BIM 35822,82,1
Pachoncitos Degustacion 70g TR 35825,5,2
Pachoncitos Degustacion 70g MTA TR 35826,87,1
Pachoncitos Degustacion 70g TAB TR 35827,1,1
Medias Noches 12p 510g TNB BIM 35828,27,2
Medias Noches Inst 700g TNB BIM 35829,93,1
Bimbollos Parrilleros 780g 8p TNB BIM 35830,81,2
Tortilla Harina 19p 520g MTA DH 35831,10,1
Barritas Pina Salvado 75g MLA 35832,17,1
Barritas Pina Salvado 75g MTB MLA 35833,40,2
Triki Intenso 8p 80g CU MLA 35840,68,2
Triki Intenso 80g Tira CU MLA 35841,2,2
Super Hot Dogs 8p 435g TNB WON 35842,96,2
Wonder 100pct Ajonjoli 680g SP TNB WON 35843,48,1
Pan Multigrano 540g TNB BIM 35851,94,2
Pan Blanco Pullman 680g TNB BIM 35852,88,1
Duo BranFrut Fsa mas 3 Avena 93g MTA BIM 35860,55,2
Triki Intenso 20g Cj CU MLA 35862,42,1
Cachitos 8p 480g MTA BIM 35864,30,2
Bimkingo Deli 150g CU LON 35895,83,2
Bimkingo Deli 150g MTA LON 35896,92,2
Sandwich Clasico Deli 169g CU LON 35897,10,2
Sandwich Clasico Deli 169g MTA LON 35898,31,1
Canelitas Tentacion 8p 86g MTA MLA 35900,1,1
Nacho Fiesta 300g TNB MR 35906,7,2
Costalito Surtido Rico 1000g GBI 35921,66,1
Tiras para Sopa 300g MR 35924,36,2
Madalena 1p 31g BIM 35928,46,1
Polvoroncitos Caseros KC 24p 390g CU TR 35933,41,2
Tartinas Fresa KC 30p 390g TR 35935,59,1
Tartinas Fresa KC 30p 390g CU TR 35936,89,1
Tartinas Fresa KC 30p 390g MTA TR 35937,2,2
Tortilla Harina 8p 220g SP DH 35955,20,1
Galleta Confeti 5p 65g Tira TR 35967,95,2
Galleta Confeti 5p 65g Tira MTB TR 35968,24,1
Bran Frut Avena 9p 48g Dpy BIM 35969,14,1
Triki Trakes Nuevo KC 600g MLA 35972,13,2
Suavicremas Chocolate Nuevo KC 480g MLA 35973,15,1
Suavicremas Fresa Nuevo KC 480g MLA 35974,13,1
Suavicremas Vainilla Nuevo KC 480g MLA 35975,10,2
Barritas Fresa KC 12p 900g MLA 35976,18,1
Barritas Pina KC 12p 900g MLA 35977,0,2
Almohada del Osito Bimbo BIM 35979,90,2
Pallet Lta SnValentin Beso Nuez 420g GBI 35987,16,1
Hotcakes Congelado 99g CU LON 35989,69,2
Hotcakes Refrigerado 99g CU LON 35990,39,1
Galleton Chocolate 57g Tira TR 35999,41,2
Galleton Chocolate 57g Tira MTB TR 36000,52,2
Galleta Almenuez 57g Tira TR 36001,64,1
Galleta Almenuez 57g Tira MTB TR 36002,42,2
Galleta Arandaleta 57g Tira TR 36003,77,1
Galleta Arandaleta 57g Tira MTB TR 36004,64,2
Galleta Cereleta 57g Tira TR 36005,27,2
Galleta Cereleta 57g Tira MTB TR 36006,11,2
Classicas 6p 33g Cj CU GBI 36008,95,1
Duo PanditaGalleta Pandita 76g MTA MLA 36010,43,2
Karameladas 27g BAR 36014,47,2
Pastilla Alka Sabor Cereza 30 6g CU MP 36023,46,2
Pastilla Alka Sabor Miel 30 6g CU MP 36024,88,2
Cajilla Galletas 6p 800g CU GBI 36034,23,2
Lata Cora I Love You Besos Nuez 200g GBI 36035,49,1
Lata Corazon Colores Besos Nuez 200g GBI 36036,24,2
Lata Cuad I Love You Besos Nuez 200g GBI 36038,47,1
Clasicas de Regalo Sabor Chocol 216g GBI 36041,73,1
Clasicas de Regalo Sab Fresa 216g GBI 36042,58,1
DuoBarr Fsa GallGansito Det 137g MTA MLA 36052,69,1
Barritas Pina Salvado 6p 75g Cj MLA 36057,46,2
Barritas Pina Salvado 6p 75g Cj MTA MLA 36058,44,1
Bombonete 55g MLA 36060,31,1
Mix Snacks 1368g MLA 36078,58,2
Pan Blanco 24 Rebanadas 567g TRI 36089,97,1
Ice Shot Menta Sandia 14g RIC 36090,81,1
Ice Shot Yerbabuena 14g RIC 36091,13,2
Tortillas Mty 10p 270g MTA DH 36092,3,2
Div Tira Mini Doradita 3p 45g SP MTB TR 36093,17,1
Tuinky Chocolate 1p 38g MLA 36096,72,1
Duo Suavicremas 316g MTA MLA 36098,54,2
Pan Deli Avena Muestreo 73g MTB BIM 36117,1,1
Sandwich Clasico Jamon Queso Det 87g LON 36118,68,1
Duo Saladas 175g CU LAR 36123,10,1
Mini Gansito Pack 3p 75g MTB MLA 36128,96,1
Div Tira Mini Doradita 3p 45g SP TR 36130,78,2
Tri Pack Bran Frut Avena 96g BIM 36131,11,1
Pan Blanco Freihofers 28Reb MTA BIM 36141,4,2
Pan Blanco Freihofers 28Reb TNB BIM 36143,56,2
Pan Blanco Mrs Bairds 28Reb MTA BIM 36145,80,2
Pan Blanco Mrs Bairds 28Reb TNB BIM 36147,74,1
Pan Blanco Stroehmann 28Reb TNB BIM 36151,43,1
Pan Blanco Rainbo 28Reb MTA BIM 36153,18,1
Pan Blanco Rainbo 28Reb TNB BIM 36155,63,1
Tuinky Chocolate 1p 38g Tira MLA 36158,47,1
Tuinky Chocolate 1p 38g Tira MTA MLA 36159,2,2
Pan Blanco 24 Rebanadas 567g MTA TRI 36164,3,1
Pan Blanco 24 Rebanadas 567g TNB TRI 36166,19,1
Pack Galleta Leche Gansito 262g CU MLA 36169,90,1
Barritas FresaPina Cj Exhib 5400g MLA 36175,4,2
Duo Suavicremas Vainilla 316g CU MLA 36184,20,1
Sponch 12p 540g CU MLA 36189,34,1
Mini Rocko Bolsa 40p 520g SP CU MLA 36191,28,2
Div Tira Mini Doradita 3p 45g SP TAB TR 36192,12,2
Totopos Prueba 280g DH 36193,27,1
Pan Tostado Tradicional 180g CU BIM 36194,74,2
Duo Mini GansitoNapolitano 95g MLA 36195,60,2
Duo Mini GansitoNapolitano 95g MTA MLA 36196,30,2
Polvoroncitos Panera 40p 16 25g MTA TR 36198,1,1
Lata Cuadrada ILoveyou 200g CU GBI 36204,24,2
Lata Cuadrad Mix Sn Valentin 200g CU GBI 36209,69,1
Tortilla de Maiz 800g MQ MR 36212,8,2
TuinKids Naranja 2p 50g MLA 36223,73,2
TuinKids Naranja 2p 50g MTA MLA 36224,46,2
Lat Redonda BesNuez Britto Mama 200g GBI 36227,56,2
Lata Redonda Mixta Generico 200g GBI 36233,89,1
Lat Corazon BesNuez Britto Mama 200g GBI 36234,25,1
Lata Corazon Mixta 10Mayo Gen 200g GBI 36240,93,1
Tostada Ondulada Tubo 32p 384g MR 36250,12,1
Barri Pop 25g BIM 36255,44,1
Barri Pop 25g Tira BIM 36258,9,2
Barri Pop 25g Tira MTA BIM 36259,37,1
Twinkies Vainilla 1p 38g Tira MLA 36261,80,1
Twinkies Vainilla 1p 38g Tira MTA MLA 36262,31,2
Barra CerealFruta sabor Fsa 50g DIF BIM 36269,17,2
